JAQSEC010000013,Lithobates_sylvaticus,212,457
JAQSEC010000013,Lithobates_sylvaticus,92,219
JAQSEC010000013,Lithobates_sylvaticus,15,93
LIAG020987184,Aquarana_catesbeiana,212,457
LIAG020987184,Aquarana_catesbeiana,92,212
CAJIML010011253,Rana_temporaria,212,457
CAJIML010011253,Rana_temporaria,92,212
CAJIML010011253,Rana_temporaria,15,93
VIAC01347839,Rana_temporaria,212,457
VIAC01347839,Rana_temporaria,92,212
JARGYO010000011,Rana_muscosa,212,457
JARGYO010000011,Rana_muscosa,92,212
JARGYO010000011,Rana_muscosa,15,93
JAJQKJ010002606,Rana_kukunoris,212,457
JAJQKJ010002606,Rana_kukunoris,92,212
JAJQKJ010002606,Rana_kukunoris,15,93
BLSH010535194,Glandirana_rugosa,212,457
BLSH010535194,Glandirana_rugosa,92,219
LIAG021239457,Aquarana_catesbeiana,15,93
BLSH010011145,Glandirana_rugosa,15,93
CATNWA010016741,Staurois_parvus,212,366
CATNWA010016741,Staurois_parvus,15,93
CATNWA010016741,Staurois_parvus,92,206
PZQJ01000012,Pyxicephalus_adspersus,15,93
DYDO01000683,TPA_asm:_Pyxicephalus,15,93
JYOU01101346,Nanorana_parkeri,15,93
VIAC01175670,Rana_temporaria,15,93
JAEOBE010182360,Phrynoglossus_myanhessei,29,93
JARQOC010000012,Allobates_femoralis,35,93
CAJIMM010022611,Bufo_bufo,41,93
JAKJJM010311780,Pipa_carvalhoi,39,93
JAQIHN010000115,Gastrophryne_carolinensis,41,93
ONZH01005954,Rhinella_marina,41,93
JAQIHO010000097,Gastrophryne_carolinensis,41,93
JAKVIS010000011,Bufotes_viridis,41,93
JABAHN010000008,Xenopus_tropicalis,41,93
AAMC04000008,Xenopus_tropicalis,41,93
JARQOD010000001,Oophaga_sylvatica,40,91
CAJIMM010020206,Bufo_bufo,371,421
JAEUXP010000007,Leptobrachium_ailaonicum,41,93
DAJOPU010000013,TPA_asm:_Leptobrachium,41,93
RXON01000007,Leptobrachium_leishanense,41,93
JAWCTU010000002,Ranitomeya_imitator,40,91
CAUEEQ010006196,Ranitomeya_imitator,40,91
JAVFLC010000018,Leptodactylus_fuscus,41,93
JAVFLB010000013,Leptodactylus_fuscus,41,93
CAMRHE010000551,Leptodactylus_fallax,41,93
JARJJA010000011,Hyla_sarda,41,93
JARJIZ010000060,Hyla_sarda,41,93
GDDO01096559,TSA:_Rana_catesbeiana,4,457
GDDO01096559,TSA:_Rana_catesbeiana,226,392
LH353456,TSA:_Rana_catesbeiana,4,457
LH353453,TSA:_Rana_catesbeiana,4,457
LH353452,TSA:_Rana_catesbeiana,4,457
LH353449,TSA:_Rana_catesbeiana,4,457
LH353449,TSA:_Rana_catesbeiana,4,53
LH353448,TSA:_Rana_catesbeiana,4,457
LH353447,TSA:_Rana_catesbeiana,4,457
LH353446,TSA:_Rana_catesbeiana,4,457
LH353446,TSA:_Rana_catesbeiana,4,53
LH353444,TSA:_Rana_catesbeiana,4,457
LH353444,TSA:_Rana_catesbeiana,4,53
LH353443,TSA:_Rana_catesbeiana,4,457
LH353441,TSA:_Rana_catesbeiana,4,457
LH353436,TSA:_Rana_catesbeiana,4,457
LH353433,TSA:_Rana_catesbeiana,4,457
LH353432,TSA:_Rana_catesbeiana,4,457
LH353428,TSA:_Rana_catesbeiana,4,457
LH353428,TSA:_Rana_catesbeiana,4,53
LH353427,TSA:_Rana_catesbeiana,4,457
LH353426,TSA:_Rana_catesbeiana,4,457
LH353425,TSA:_Rana_catesbeiana,4,457
LH353425,TSA:_Rana_catesbeiana,4,53
LH353423,TSA:_Rana_catesbeiana,4,457
LH353423,TSA:_Rana_catesbeiana,4,53
LH353422,TSA:_Rana_catesbeiana,4,457
LH353420,TSA:_Rana_catesbeiana,4,457
LH353415,TSA:_Rana_catesbeiana,4,457
LH353412,TSA:_Rana_catesbeiana,4,457
LH353411,TSA:_Rana_catesbeiana,4,457
LH353408,TSA:_Rana_catesbeiana,4,457
LH353408,TSA:_Rana_catesbeiana,4,53
LH353407,TSA:_Rana_catesbeiana,4,457
LH353406,TSA:_Rana_catesbeiana,4,457
LH353405,TSA:_Rana_catesbeiana,4,457
LH353405,TSA:_Rana_catesbeiana,4,53
LH353403,TSA:_Rana_catesbeiana,4,457
LH353403,TSA:_Rana_catesbeiana,4,53
LH353402,TSA:_Rana_catesbeiana,4,457
LH353400,TSA:_Rana_catesbeiana,4,457
LH246510,TSA:_Rana_catesbeiana,4,457
LH246510,TSA:_Rana_catesbeiana,4,457
GDDO01098429,TSA:_Rana_catesbeiana,4,457
GDDO01098429,TSA:_Rana_catesbeiana,141,220
GDDO01098681,TSA:_Rana_catesbeiana,4,457
GDDO01104399,TSA:_Rana_catesbeiana,4,457
GGNS01048791,TSA:_Rana_temporaria,4,457
GKLC01412017,TSA:_Lithobates_pipiens,4,455
LH380687,TSA:_Rana_catesbeiana,4,454
GJEE01021557,TSA:_Amolops_wuyiensis,4,457
GJEE01021554,TSA:_Amolops_wuyiensis,4,457
GGLB01156041,TSA:_Odorrana_tormota,15,457
GAEG01030218,TSA:_Rana_clamitans,4,448
LH381201,TSA:_Rana_catesbeiana,38,395
GFBS01545641,TSA:_Rana_catesbeiana,92,457
GDDO01105572,TSA:_Rana_catesbeiana,4,457
GDDO01105572,TSA:_Rana_catesbeiana,141,199
GGLB01186709,TSA:_Odorrana_tormota,92,457
LH381261,TSA:_Rana_catesbeiana,41,352
GDDO01091471,TSA:_Rana_catesbeiana,4,297
GDDO01100612,TSA:_Rana_catesbeiana,155,457
GDDO01093386,TSA:_Rana_catesbeiana,161,457
GDDO01098165,TSA:_Rana_catesbeiana,8,252
GDDO01098165,TSA:_Rana_catesbeiana,252,315
GDDO01105559,TSA:_Rana_catesbeiana,174,457
